order_date,country,platform,signal_count,type3_count,type23_count,total_orders_count,total_items_count
2024-04-19,BY,Site-Global,0.0,0.0,24978.0,24978.0,41094.0
2024-04-19,KG,Site-Global,0.0,0.0,196.0,196.0,351.0
2024-04-19,KZ,Site-Global,0.0,0.0,2755.0,2755.0,5098.0
2024-04-19,RU,Site-Global,0.0,0.0,2292.0,2292.0,4658.0
2024-04-19,UZ,Site-Global,0.0,0.0,238.0,238.0,542.0
2024-04-19,Неопределено,Site-Global,0.0,0.0,4.0,4.0,13.0
2024-04-20,AM,Site-Global,0.0,0.0,522.0,522.0,930.0
2024-04-20,BY,Site-Global,0.0,0.0,20647.0,20647.0,33044.0
2024-04-20,KG,Site-Global,0.0,0.0,163.0,163.0,276.0
2024-04-20,KZ,Site-Global,0.0,0.0,2363.0,2363.0,4471.0
2024-04-20,RU,Site-Global,0.0,0.0,2342.0,2342.0,5219.0
2024-04-20,UZ,Site-Global,0.0,0.0,151.0,151.0,324.0
2024-04-20,Неопределено,Site-Global,0.0,0.0,13.0,13.0,19.0
2024-04-21,AM,Site-Global,0.0,0.0,516.0,516.0,956.0
2024-04-21,BY,Site-Global,0.0,0.0,24524.0,24524.0,39754.0
2024-04-21,KG,Site-Global,0.0,0.0,177.0,177.0,355.0
2024-04-21,KZ,Site-Global,0.0,0.0,2557.0,2557.0,4534.0
2024-04-21,RU,Site-Global,0.0,0.0,2380.0,2380.0,4915.0
2024-04-21,UZ,Site-Global,0.0,0.0,197.0,197.0,393.0
2024-04-21,Неопределено,Site-Global,0.0,0.0,26.0,26.0,67.0
